YYYY MM DD hh mm DIR SPD GDR GSP GMN
2001 01 01 20 10 25 8.3 999 99.0 99
2001 01 01 20 20 23 7.7 999 99.0 99
2001 01 01 20 30 23 8.1 999 99.0 99
2001 01 01 20 40 23 8.2 999 99.0 99
2001 01 01 20 50 21 8.1 999 99.0 99
2001 01 01 21 00 23 8.2 19 10.0 4
2001 01 01 21 10 20 8.9 999 99.0 99
2001 01 01 21 20 19 9.6 999 99.0 99
2001 01 01 21 30 21 9.5 999 99.0 99
2001 01 01 21 40 20 9.8 999 99.0 99
2001 01 01 21 50 17 9.9 999 99.0 99
2001 01 01 22 00 18 9.5 19 11.2 41
2001 01 01 22 10 16 9.0 999 99.0 99
2001 01 01 22 20 17 8.7 999 99.0 99
2001 01 01 22 30 17 9.4 999 99.0 99
2001 01 01 22 40 14 9.6 999 99.0 99
2001 01 01 22 50 18 9.8 999 99.0 99
2001 01 01 23 00 16 9.2 17 10.9 40
2001 01 01 23 10 16 9.0 999 99.0 99
2001 01 01 23 20 15 9.5 999 99.0 99
2001 01 01 23 30 16 9.0 999 99.0 99
2001 01 01 23 40 15 9.4 999 99.0 99
2001 01 01 23 50 14 8.5 999 99.0 99
2001 01 02 00 00 14 8.6 13 10.6 15
2001 01 02 00 10 18 8.1 999 99.0 99
2001 01 02 00 20 19 8.6 999 99.0 99
2001 01 02 00 30 19 8.8 999 99.0 99
2001 01 02 00 40 16 8.4 999 99.0 99
2001 01 02 00 50 18 8.1 999 99.0 99
2001 01 02 01 00 15 7.5 19 10.4 19
2001 01 02 01 10 18 7.2 999 99.0 99
2001 01 02 01 20 17 6.8 999 99.0 99
2001 01 02 01 30 10 7.1 999 99.0 99
2001 01 02 01 40 12 6.4 999 99.0 99
2001 01 02 01 50 16 6.0 999 99.0 99
2001 01 02 02 00 22 5.5 18 8.3 0
2001 01 02 02 10 20 5.2 999 99.0 99
2001 01 02 02 20 21 4.9 999 99.0 99
2001 01 02 02 30 10 6.2 999 99.0 99
2001 01 02 02 40 34 5.9 999 99.0 99
2001 01 02 02 50 69 5.4 999 99.0 99
2001 01 02 03 00 76 6.1 20 8.0 30
2001 01 02 03 10 81 6.1 999 99.0 99
2001 01 02 03 20 74 6.3 999 99.0 99
2001 01 02 03 30 84 6.1 999 99.0 99
2001 01 02 03 40 68 5.8 999 99.0 99
2001 01 02 03 50 72 6.6 999 99.0 99
2001 01 02 04 00 72 6.4 84 8.4 21
2001 01 02 04 10 80 6.0 999 99.0 99
2001 01 02 04 20 90 6.3 999 99.0 99
2001 01 02 04 30 80 6.0 999 99.0 99
2001 01 02 04 40 80 6.0 999 99.0 99
2001 01 02 04 50 84 5.3 999 99.0 99
2001 01 02 05 00 81 5.7 78 8.3 56
2001 01 02 05 10 72 5.5 999 99.0 99
2001 01 02 05 20 70 4.7 999 99.0 99
2001 01 02 05 30 26 4.9 999 99.0 99
2001 01 02 05 40 49 4.6 999 99.0 99
2001 01 02 05 50 36 4.6 999 99.0 99
2001 01 02 06 00 16 5.5 70 7.8 2
2001 01 02 06 10 7 5.9 999 99.0 99
2001 01 02 06 20 11 6.4 999 99.0 99
2001 01 02 06 30 12 6.7 999 99.0 99
2001 01 02 06 40 9 6.7 999 99.0 99
2001 01 02 06 50 9 6.9 999 99.0 99
2001 01 02 07 00 12 6.5 7 8.1 38
2001 01 02 07 10 11 7.1 999 99.0 99
2001 01 02 07 20 9 7.1 999 99.0 99
2001 01 02 07 30 11 6.7 999 99.0 99
2001 01 02 07 40 16 6.7 999 99.0 99
2001 01 02 07 50 14 6.8 999 99.0 99
2001 01 02 08 00 19 6.4 8 8.4 10
2001 01 02 08 10 16 6.8 999 99.0 99
2001 01 02 08 20 15 7.3 999 99.0 99
2001 01 02 08 30 12 7.2 999 99.0 99
2001 01 02 08 40 13 7.5 999 99.0 99
2001 01 02 08 50 12 8.0 999 99.0 99
2001 01 02 09 00 9 7.7 14 9.0 50
2001 01 02 09 10 13 7.8 999 99.0 99
2001 01 02 09 20 16 7.6 999 99.0 99
2001 01 02 09 30 17 7.4 999 99.0 99
2001 01 02 09 40 17 7.4 999 99.0 99
2001 01 02 09 50 14 7.1 999 99.0 99
2001 01 02 10 00 13 7.9 13 9.3 59
2001 01 02 10 10 12 7.6 999 99.0 99
2001 01 02 10 20 10 7.1 999 99.0 99
2001 01 02 10 30 15 7.2 999 99.0 99
2001 01 02 10 40 12 6.3 999 99.0 99
2001 01 02 10 50 8 6.3 999 99.0 99
2001 01 02 11 00 11 6.6 16 8.8 0
2001 01 02 11 10 11 6.1 999 99.0 99
2001 01 02 11 20 13 7.1 999 99.0 99
2001 01 02 11 30 12 7.1 999 99.0 99
2001 01 02 11 40 11 7.1 999 99.0 99
2001 01 02 11 50 10 6.9 999 99.0 99
2001 01 02 12 00 10 6.5 13 8.2 30
2001 01 02 12 10 9 6.6 999 99.0 99
2001 01 02 12 20 9 6.6 999 99.0 99
2001 01 02 12 30 11 6.8 999 99.0 99
2001 01 02 12 40 7 6.7 999 99.0 99
2001 01 02 12 50 3 6.9 999 99.0 99
2001 01 02 13 00 6 6.8 3 8.0 48
2001 01 02 13 10 10 6.6 999 99.0 99
2001 01 02 13 20 8 7.4 999 99.0 99
2001 01 02 13 30 11 7.6 999 99.0 99
2001 01 02 13 40 10 8.0 999 99.0 99
2001 01 02 13 50 9 8.0 999 99.0 99
2001 01 02 14 00 12 7.6 8 9.2 46
2001 01 02 14 10 11 8.1 999 99.0 99
2001 01 02 14 20 14 8.4 999 99.0 99
2001 01 02 14 30 15 8.7 999 99.0 99
2001 01 02 14 40 18 9.0 999 99.0 99
2001 01 02 14 50 21 9.0 999 99.0 99
2001 01 02 15 00 20 8.3 17 10.8 41
2001 01 02 15 10 19 8.2 999 99.0 99
2001 01 02 15 20 20 8.2 999 99.0 99
2001 01 02 15 30 23 7.7 999 99.0 99
2001 01 02 15 40 21 7.6 999 99.0 99
2001 01 02 15 50 23 7.5 999 99.0 99
2001 01 02 16 00 23 7.9 23 9.7 17
2001 01 02 16 10 28 7.9 999 99.0 99
2001 01 02 16 20 27 8.3 999 99.0 99
2001 01 02 16 30 26 8.2 999 99.0 99
2001 01 02 16 40 25 8.4 999 99.0 99
2001 01 02 16 50 23 8.6 999 99.0 99
2001 01 02 17 00 23 8.4 20 10.2 50
2001 01 02 17 10 27 7.8 999 99.0 99
2001 01 02 17 20 46 7.5 999 99.0 99
2001 01 02 17 30 63 8.6 999 99.0 99
2001 01 02 17 40 70 9.6 999 99.0 99
2001 01 02 17 50 70 9.6 999 99.0 99
2001 01 02 18 00 74 9.4 72 12.1 34
2001 01 02 18 10 73 9.9 999 99.0 99
2001 01 02 18 20 73 10.0 999 99.0 99
2001 01 02 18 30 72 10.0 999 99.0 99
2001 01 02 18 40 72 9.6 999 99.0 99
2001 01 02 18 50 68 9.8 999 99.0 99
2001 01 02 19 00 74 9.9 76 12.6 13
2001 01 02 19 10 72 10.1 999 99.0 99
2001 01 02 19 20 69 9.8 999 99.0 99
2001 01 02 19 30 70 10.6 999 99.0 99
2001 01 02 19 40 71 10.1 999 99.0 99
2001 01 02 19 50 71 9.5 999 99.0 99
2001 01 02 20 00 70 9.6 68 14.2 49
2001 01 02 20 10 63 9.1 999 99.0 99
2001 01 02 20 20 75 9.1 999 99.0 99
2001 01 02 20 30 69 9.7 999 99.0 99
2001 01 02 20 40 70 9.5 999 99.0 99
2001 01 02 20 50 69 10.1 999 99.0 99
2001 01 02 21 00 67 9.8 67 12.9 49
2001 01 02 21 10 72 10.0 999 99.0 99
2001 01 02 21 20 67 10.0 999 99.0 99
2001 01 02 21 30 71 10.3 999 99.0 99
2001 01 02 21 40 67 10.5 999 99.0 99
2001 01 02 21 50 67 10.2 999 99.0 99
2001 01 02 22 00 67 10.1 71 12.8 22
2001 01 02 22 10 71 9.8 999 99.0 99
2001 01 02 22 20 70 10.1 999 99.0 99
2001 01 02 22 30 71 9.8 999 99.0 99
2001 01 02 22 40 70 9.6 999 99.0 99
2001 01 02 22 50 69 9.6 999 99.0 99
2001 01 02 23 00 66 10.1 62 12.5 6
2001 01 02 23 10 63 9.8 999 99.0 99
2001 01 02 23 20 69 9.8 999 99.0 99
2001 01 02 23 30 71 9.7 999 99.0 99
2001 01 02 23 40 76 10.0 999 99.0 99
2001 01 02 23 50 70 10.3 999 99.0 99
2001 01 03 00 00 74 9.9 75 12.7 40
2001 01 03 00 10 71 10.1 999 99.0 99
2001 01 03 00 20 73 10.2 999 99.0 99
2001 01 03 00 30 73 10.4 999 99.0 99
2001 01 03 00 40 76 9.3 999 99.0 99
2001 01 03 00 50 75 9.4 999 99.0 99
2001 01 03 01 00 72 9.3 75 12.8 0
2001 01 03 01 10 73 9.1 999 99.0 99
2001 01 03 01 20 75 8.8 999 99.0 99
2001 01 03 01 30 76 9.1 999 99.0 99
2001 01 03 01 40 74 8.6 999 99.0 99
2001 01 03 01 50 73 9.3 999 99.0 99
2001 01 03 02 00 79 8.6 70 11.1 0
2001 01 03 02 10 77 8.5 999 99.0 99
2001 01 03 02 20 71 8.4 999 99.0 99
2001 01 03 02 30 44 6.9 999 99.0 99
2001 01 03 02 40 12 5.6 999 99.0 99
2001 01 03 02 50 12 6.3 999 99.0 99
2001 01 03 03 00 11 7.5 84 11.7 5
2001 01 03 03 10 11 7.6 999 99.0 99
2001 01 03 03 20 5 7.3 999 99.0 99
2001 01 03 03 30 2 7.1 999 99.0 99
2001 01 03 03 40 9 7.2 999 99.0 99
2001 01 03 03 50 6 7.0 999 99.0 99
2001 01 03 04 00 9 7.6 12 9.3 0
2001 01 03 04 10 8 7.3 999 99.0 99
2001 01 03 04 20 8 7.6 999 99.0 99
2001 01 03 04 30 7 7.6 999 99.0 99
2001 01 03 04 40 3 7.2 999 99.0 99
2001 01 03 04 50 5 7.5 999 99.0 99
2001 01 03 05 00 6 7.1 9 8.6 0
2001 01 03 05 10 6 6.8 999 99.0 99
2001 01 03 05 20 13 7.2 999 99.0 99
2001 01 03 05 30 11 7.3 999 99.0 99
2001 01 03 05 40 8 6.8 999 99.0 99
2001 01 03 05 50 5 7.5 999 99.0 99
2001 01 03 06 00 7 7.9 5 8.8 48
2001 01 03 06 10 10 6.9 999 99.0 99
2001 01 03 06 20 11 6.5 999 99.0 99
2001 01 03 06 30 12 6.3 999 99.0 99
2001 01 03 06 40 10 6.3 999 99.0 99
2001 01 03 06 50 2 6.7 999 99.0 99
2001 01 03 07 00 5 5.7 8 8.5 3
2001 01 03 07 10 10 5.7 999 99.0 99
2001 01 03 07 20 9 6.1 999 99.0 99
2001 01 03 07 30 8 6.7 999 99.0 99
2001 01 03 07 40 9 6.4 999 99.0 99
2001 01 03 07 50 9 6.0 999 99.0 99
2001 01 03 08 00 5 6.6 1 8.0 57
2001 01 03 08 10 4 7.0 999 99.0 99
2001 01 03 08 20 4 6.6 999 99.0 99
2001 01 03 08 30 5 7.4 999 99.0 99
2001 01 03 08 40 14 7.3 999 99.0 99
2001 01 03 08 50 8 6.5 999 99.0 99
2001 01 03 09 00 6 6.8 2 8.5 27
2001 01 03 09 10 999 99.0 999 99.0 99
2001 01 03 09 20 999 99.0 999 99.0 99
2001 01 03 09 30 999 99.0 999 99.0 99
2001 01 03 09 40 999 99.0 999 99.0 99
2001 01 03 09 50 999 99.0 999 99.0 99
2001 01 03 10 00 999 99.0 999 99.0 99
2001 01 03 10 10 12 7.3 999 99.0 99
2001 01 03 10 20 7 7.5 999 99.0 99
2001 01 03 10 30 8 6.7 999 99.0 99
2001 01 03 10 40 14 6.2 999 99.0 99
2001 01 03 10 50 10 6.4 999 99.0 99
2001 01 03 11 00 7 6.7 359 9.0 17
2001 01 03 11 10 5 7.5 999 99.0 99
2001 01 03 11 20 8 7.8 999 99.0 99
2001 01 03 11 30 9 8.1 999 99.0 99
2001 01 03 11 40 6 8.9 999 99.0 99
2001 01 03 11 50 13 8.1 999 99.0 99
2001 01 03 12 00 8 8.3 2 10.1 36
2001 01 03 12 10 6 8.6 999 99.0 99
2001 01 03 12 20 8 8.5 999 99.0 99
2001 01 03 12 30 7 8.5 999 99.0 99
2001 01 03 12 40 5 8.6 999 99.0 99
2001 01 03 12 50 4 8.4 999 99.0 99
2001 01 03 13 00 2 8.0 5 10.2 4
2001 01 03 13 10 360 8.3 999 99.0 99
2001 01 03 13 20 359 8.2 999 99.0 99
2001 01 03 13 30 360 7.9 999 99.0 99
2001 01 03 13 40 1 8.2 999 99.0 99
2001 01 03 13 50 2 7.8 999 99.0 99
2001 01 03 14 00 6 8.2 3 9.6 28
2001 01 03 14 10 10 7.6 999 99.0 99
2001 01 03 14 20 14 8.0 999 99.0 99
2001 01 03 14 30 16 8.1 999 99.0 99
2001 01 03 14 40 15 8.1 999 99.0 99
2001 01 03 14 50 14 8.5 999 99.0 99
2001 01 03 15 00 10 8.3 17 9.9 17
2001 01 03 15 10 12 8.3 999 99.0 99
2001 01 03 15 20 13 7.9 999 99.0 99
2001 01 03 15 30 15 8.0 999 99.0 99
2001 01 03 15 40 13 7.9 999 99.0 99
2001 01 03 15 50 13 7.9 999 99.0 99
2001 01 03 16 00 11 9.2 13 10.1 54
2001 01 03 16 10 13 8.4 999 99.0 99
2001 01 03 16 20 13 8.2 999 99.0 99
2001 01 03 16 30 15 8.4 999 99.0 99
2001 01 03 16 40 15 8.4 999 99.0 99
2001 01 03 16 50 15 7.7 999 99.0 99
2001 01 03 17 00 14 7.0 12 9.7 13
2001 01 03 17 10 16 7.3 999 99.0 99
2001 01 03 17 20 20 6.6 999 99.0 99
2001 01 03 17 30 20 6.5 999 99.0 99
2001 01 03 17 40 20 6.9 999 99.0 99
2001 01 03 17 50 19 6.9 999 99.0 99
2001 01 03 18 00 22 7.2 26 8.3 57
2001 01 03 18 10 23 7.2 999 99.0 99
2001 01 03 18 20 21 7.4 999 99.0 99
2001 01 03 18 30 25 7.1 999 99.0 99
2001 01 03 18 40 26 7.0 999 99.0 99
2001 01 03 18 50 26 6.7 999 99.0 99
2001 01 03 19 00 24 6.7 21 8.1 13
2001 01 03 19 10 25 6.7 999 99.0 99
2001 01 03 19 20 26 6.9 999 99.0 99
2001 01 03 19 30 27 6.9 999 99.0 99
2001 01 03 19 40 24 7.2 999 99.0 99
2001 01 03 19 50 27 7.4 999 99.0 99
2001 01 03 20 00 28 7.5 22 8.8 47
2001 01 03 20 10 32 7.0 999 99.0 99
2001 01 03 20 20 34 7.1 999 99.0 99
2001 01 03 20 30 32 6.6 999 99.0 99
2001 01 03 20 40 33 6.4 999 99.0 99
2001 01 03 20 50 29 6.6 999 99.0 99
2001 01 03 21 00 30 6.6 29 8.0 10
2001 01 03 21 10 36 6.4 999 99.0 99
2001 01 03 21 20 40 6.0 999 99.0 99
2001 01 03 21 30 43 5.9 999 99.0 99
2001 01 03 21 40 47 6.0 999 99.0 99
2001 01 03 21 50 42 5.9 999 99.0 99
2001 01 03 22 00 44 5.5 37 7.3 3
2001 01 03 22 10 50 5.8 999 99.0 99
2001 01 03 22 20 52 6.1 999 99.0 99
2001 01 03 22 30 47 5.9 999 99.0 99
2001 01 03 22 40 45 5.7 999 99.0 99
2001 01 03 22 50 39 5.5 999 99.0 99
2001 01 03 23 00 38 5.5 48 7.1 17
2001 01 03 23 10 35 5.3 999 99.0 99
2001 01 03 23 20 36 5.1 999 99.0 99
2001 01 03 23 30 38 4.6 999 99.0 99
2001 01 03 23 40 31 4.8 999 99.0 99
2001 01 03 23 50 30 4.8 999 99.0 99
2001 01 04 00 00 17 5.0 30 6.3 10
2001 01 04 00 10 8 4.9 999 99.0 99
2001 01 04 00 20 4 5.1 999 99.0 99
2001 01 04 00 30 6 5.3 999 99.0 99
2001 01 04 00 40 9 4.8 999 99.0 99
2001 01 04 00 50 14 4.9 999 99.0 99
2001 01 04 01 00 6 5.3 5 6.2 21
2001 01 04 01 10 5 5.0 999 99.0 99
2001 01 04 01 20 357 5.3 999 99.0 99
2001 01 04 01 30 351 5.3 999 99.0 99
2001 01 04 01 40 352 5.1 999 99.0 99
2001 01 04 01 50 348 5.6 999 99.0 99
2001 01 04 02 00 350 5.4 350 6.3 42
2001 01 04 02 10 349 5.3 999 99.0 99
2001 01 04 02 20 353 5.2 999 99.0 99
2001 01 04 02 30 351 5.1 999 99.0 99
2001 01 04 02 40 350 5.3 999 99.0 99
2001 01 04 02 50 347 5.9 999 99.0 99
2001 01 04 03 00 345 6.4 346 7.3 0
2001 01 04 03 10 347 6.5 999 99.0 99
2001 01 04 03 20 350 6.2 999 99.0 99
2001 01 04 03 30 348 5.7 999 99.0 99
2001 01 04 03 40 348 5.9 999 99.0 99
2001 01 04 03 50 352 6.0 999 99.0 99
2001 01 04 04 00 346 6.0 350 7.4 0
2001 01 04 04 10 344 6.2 999 99.0 99
2001 01 04 04 20 339 6.7 999 99.0 99
2001 01 04 04 30 338 7.9 999 99.0 99
2001 01 04 04 40 331 8.0 999 99.0 99
2001 01 04 04 50 332 8.2 999 99.0 99
2001 01 04 05 00 333 8.9 326 10.5 52
2001 01 04 05 10 338 8.9 999 99.0 99
2001 01 04 05 20 338 8.4 999 99.0 99
2001 01 04 05 30 333 7.8 999 99.0 99
2001 01 04 05 40 332 8.4 999 99.0 99
2001 01 04 05 50 338 8.6 999 99.0 99
2001 01 04 06 00 330 9.7 327 11.2 57
2001 01 04 06 10 334 11.4 999 99.0 99
2001 01 04 06 20 331 11.4 999 99.0 99
2001 01 04 06 30 334 11.8 999 99.0 99
2001 01 04 06 40 335 11.1 999 99.0 99
2001 01 04 06 50 335 11.3 999 99.0 99
2001 01 04 07 00 337 10.9 338 14.0 29
2001 01 04 07 10 328 10.0 999 99.0 99
2001 01 04 07 20 324 10.0 999 99.0 99
2001 01 04 07 30 328 9.4 999 99.0 99
2001 01 04 07 40 333 8.2 999 99.0 99
2001 01 04 07 50 340 8.4 999 99.0 99
2001 01 04 08 00 343 7.1 322 11.7 13
2001 01 04 08 10 341 7.8 999 99.0 99
2001 01 04 08 20 335 6.7 999 99.0 99
2001 01 04 08 30 333 5.9 999 99.0 99
2001 01 04 08 40 318 4.1 999 99.0 99
2001 01 04 08 50 285 2.9 999 99.0 99
2001 01 04 09 00 285 3.3 346 9.1 5
2001 01 04 09 10 310 3.1 999 99.0 99
2001 01 04 09 20 303 4.0 999 99.0 99
2001 01 04 09 30 306 4.8 999 99.0 99
2001 01 04 09 40 308 5.8 999 99.0 99
2001 01 04 09 50 309 6.3 999 99.0 99
2001 01 04 10 00 317 8.0 319 9.1 51
2001 01 04 10 10 323 9.5 999 99.0 99
2001 01 04 10 20 330 8.9 999 99.0 99
2001 01 04 10 30 334 9.0 999 99.0 99
2001 01 04 10 40 334 8.1 999 99.0 99
2001 01 04 10 50 330 7.4 999 99.0 99
2001 01 04 11 00 328 6.7 327 11.2 1
2001 01 04 11 10 325 6.3 999 99.0 99
2001 01 04 11 20 325 6.0 999 99.0 99
2001 01 04 11 30 322 6.5 999 99.0 99
2001 01 04 11 40 322 6.6 999 99.0 99
2001 01 04 11 50 321 5.8 999 99.0 99
2001 01 04 12 00 321 7.4 322 9.7 59
2001 01 04 12 10 324 9.3 999 99.0 99
2001 01 04 12 20 325 10.3 999 99.0 99
2001 01 04 12 30 323 10.8 999 99.0 99
2001 01 04 12 40 324 10.1 999 99.0 99
2001 01 04 12 50 323 9.9 999 99.0 99
2001 01 04 13 00 328 9.4 321 12.5 25
2001 01 04 13 10 332 9.2 999 99.0 99
2001 01 04 13 20 338 8.9 999 99.0 99
2001 01 04 13 30 340 9.2 999 99.0 99
2001 01 04 13 40 343 8.4 999 99.0 99
2001 01 04 13 50 345 7.9 999 99.0 99
2001 01 04 14 00 340 7.6 339 11.2 6
2001 01 04 14 10 343 8.6 999 99.0 99
2001 01 04 14 20 341 8.5 999 99.0 99
2001 01 04 14 30 344 9.7 999 99.0 99
2001 01 04 14 40 347 10.4 999 99.0 99
2001 01 04 14 50 350 10.8 999 99.0 99
2001 01 04 15 00 346 10.1 344 12.8 38
2001 01 04 15 10 351 9.0 999 99.0 99
2001 01 04 15 20 349 8.6 999 99.0 99
2001 01 04 15 30 350 8.6 999 99.0 99
2001 01 04 15 40 347 8.1 999 99.0 99
2001 01 04 15 50 344 7.3 999 99.0 99
2001 01 04 16 00 346 6.8 1 10.8 2
2001 01 04 16 10 342 7.6 999 99.0 99
2001 01 04 16 20 338 8.2 999 99.0 99
2001 01 04 16 30 335 7.8 999 99.0 99
2001 01 04 16 40 336 8.0 999 99.0 99
2001 01 04 16 50 343 8.2 999 99.0 99
2001 01 04 17 00 345 9.1 349 11.0 55
2001 01 04 17 10 339 8.9 999 99.0 99
2001 01 04 17 20 348 8.4 999 99.0 99
2001 01 04 17 30 360 8.3 999 99.0 99
2001 01 04 17 40 346 8.0 999 99.0 99
2001 01 04 17 50 351 7.3 999 99.0 99
2001 01 04 18 00 348 7.1 342 10.8 1
2001 01 04 18 10 342 7.4 999 99.0 99
2001 01 04 18 20 338 7.8 999 99.0 99
2001 01 04 18 30 342 8.3 999 99.0 99
2001 01 04 18 40 338 8.5 999 99.0 99
2001 01 04 18 50 344 8.0 999 99.0 99
2001 01 04 19 00 341 8.5 347 10.5 57
2001 01 04 19 10 340 8.6 999 99.0 99
2001 01 04 19 20 344 9.3 999 99.0 99
2001 01 04 19 30 336 8.8 999 99.0 99
2001 01 04 19 40 337 9.2 999 99.0 99
2001 01 04 19 50 339 9.1 999 99.0 99
